Unique Identifier,"Carnegie Classification of Institutions of Higher Education (if your institution fits within a larger/home organization that has a Carnegie Classification, please indicate here)","If your home organization does not have a Carnegie Classification, please indicate your institution type:","If your home organization does not have a Carnegie Classification, please indicate your institution type: Other (please specify)",Are you responsible for purchasing or pledging financial support for digital content for your institution? Yes or No,Are you responsible for purchasing or pledging financial support for digital content for your institution? Other (please specify),Does your institution have an accessibility policy for digital content acquisition?,Does your institution have an accessibility policy for digital content acquisition? Other (please specify),Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. Section 508 of the Rehabilitation Act of 1973,Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. Americans with Disabilities Act,Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. State law governing my institution,Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. Non-legal internal mandate,Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. Non-legal institution-wide mandate,Which mandate(s) inform your accessibility policy for content acquisition? Please select all that apply. Other (please specify),Do you have a timeline for implementing your accessibility policy for content acquisition?,Do you have a timeline for implementing your accessibility policy for content acquisition? Other (please specify),"Who is responsible for updating your accessibility policy for content acquisition, and how often is it audited/updated?",What documentation do you request from content providers to enforce your accessibility policy? Please select all that apply. VPAT,What documentation do you request from content providers to enforce your accessibility policy? Please select all that apply. Accessibility Statement,What documentation do you request from content providers to enforce your accessibility policy? Please select all that apply. Accessibility language required for content license,What documentation do you request from content providers to enforce your accessibility policy? Please select all that apply. None,What documentation do you request from content providers to enforce your accessibility policy? Please select all that apply. Other (please specify),What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. In-person training from other staff,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. In-person training from external areas of the institution,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. In-person training from outside of the institution,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. Webinars/on-line courses,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. Conferences/workshops,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. Self-training,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. None,What training has been provided to help staff understand and implement your accessibility policy for content acquisition? Please select all that apply. Other (please specify),"If your institution provides financial support for the creation of Open Access (OA) content, are you held to the same accessibility mandates as for licensed content?","If your institution provides financial support for the creation of Open Access (OA) content, are you held to the same accessibility mandates as for licensed content? Other (please specify)",How is your accessibility policy for content acquisition enforced?,Are you responsible for creating or collating digital content from within your institution? Yes or No,Are you responsible for creating or collating digital content from within your institution?  Other (please specify),What type of content are you creating and making available for your community? Please select all that apply. Theses and Dissertations,What type of content are you creating and making available for your community? Please select all that apply. Journals,What type of content are you creating and making available for your community? Please select all that apply. Monographs,What type of content are you creating and making available for your community? Please select all that apply. Born digital or digitized archival/special collections materials,What type of content are you creating and making available for your community? Please select all that apply. Scholarly articles/publications,What type of content are you creating and making available for your community? Please select all that apply. Audio/video content,What type of content are you creating and making available for your community? Please select all that apply. Other campus publications,Does your institution have an accessibility policy in place that applies to the content you create and make available on the World Wide Web?,Does your institution have an accessibility policy in place that applies to the content you create and make available on the World Wide Web? Other (please specify),Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. Section 508 of the Rehabilitation Act of 1973,Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. Americans with Disabilities Act,Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. State law governing my institution,Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. Non-legal internal mandate,Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. Non-legal institution-wide mandate,Which mandate(s) inform your accessibility policy for content creation? Please select all that apply. Other (please specify),Do you have a timeline for implementing your accessibility policy for content creation?,Do you have a timeline for implementing your accessibility policy for content creation? Other (please specify),"Who is responsible for updating your accessibility policy for content creation, and how often is it audited/updated?",Which tools/resources do you use to ensure your content conforms to the accessibility policy? WebAIM,Which tools/resources do you use to ensure your content conforms to the accessibility policy? WAVE Web Accessibility Evaluation Tool,Which tools/resources do you use to ensure your content conforms to the accessibility policy? AXE Accessibility,Which tools/resources do you use to ensure your content conforms to the accessibility policy? Built in screen reader(s),Which tools/resources do you use to ensure your content conforms to the accessibility policy? Manually tabbing through webpages,Which tools/resources do you use to ensure your content conforms to the accessibility policy? Accessibility features found in web browsers,Which tools/resources do you use to ensure your content conforms to the accessibility policy? None,Which tools/resources do you use to ensure your content conforms to the accessibility policy? ther (please specify),What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. In-person training from other staff,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. In-person training from external areas of the institution,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. In-person training from outside of the institution,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. Webinars/on-line courses,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. Conferences/workshops,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. Self-training,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. None,What training has been provided to help staff understand and implement your accessibility policy for content creation? Please select all that apply. Other (please specify),How is your accessibility policy for content creation enforced?,"Are you responsible for purchasing, acquiring or creating systems within your institution? Yes or No","Are you responsible for purchasing, acquiring or creating systems within your institution? Other (please specify)",Does your institution have an accessibility policy for determining which systems will be used to host content on the World Wide Web?,Does your institution have an accessibility policy for determining which systems will be used to host content on the World Wide Web? Other (please specify),Which mandate(s) inform your accessibility policy for systems? Please select all that apply. Section 508 of the Rehabilitation Act of 1973,Which mandate(s) inform your accessibility policy for systems? Please select all that apply. Americans with Disabilities Act,Which mandate(s) inform your accessibility policy for systems? Please select all that apply. World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),Which mandate(s) inform your accessibility policy for systems? Please select all that apply. State law governing my institution,Which mandate(s) inform your accessibility policy for systems? Please select all that apply. Non-legal internal mandate,Which mandate(s) inform your accessibility policy for systems? Please select all that apply. Non-legal institution-wide mandate,Which mandate(s) inform your accessibility policy for systems? Please select all that apply. Other (please specify),Do you have a timeline for implementing your accessibility policy for systems?,Do you have a timeline for implementing your accessibility policy for systems? Other (please specify),"Who is responsible for updating your accessibility policy for systems, and how often is it audited/updated?",Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? WebAIM,Which tools/resources do you use to ensure your content conforms to the accessibility policy  for systems? WAVE Web Accessibility Evaluation Tool,Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? AXE Accessibility,Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? Built in screen reader(s),Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? Manually tabbing through webpages,Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? Accessibility features found in web browsers,Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? None,Which tools/resources do you use to ensure your content conforms to the accessibility policy for systems? Other (please specify),What training has been provided to help staff understand and implement your accessibility policy for systems?  In-person training from other staff,What training has been provided to help staff understand and implement your accessibility policy for systems?  In-person training from external areas of the institution,What training has been provided to help staff understand and implement your accessibility policy for systems?  In-person training from outside of the institution,What training has been provided to help staff understand and implement your accessibility policy for systems?  Webinars/on-line courses,What training has been provided to help staff understand and implement your accessibility policy for systems?  Conferences/workshops,What training has been provided to help staff understand and implement your accessibility policy for systems?  Self-training,What training has been provided to help staff understand and implement your accessibility policy for systems?  None,What training has been provided to help staff understand and implement your accessibility policy for systems?  Other (please specify),"If your institution chooses to use Open Source Software (OSS), whether hosted locally or through a third party hosting agent, are those applications held to the same accessibility mandates as proprietary software?","If your institution chooses to use Open Source Software (OSS), whether hosted locally or through a third party hosting agent, are those applications held to the same accessibility mandates as proprietary software? Other (please specify)",How is your accessibility policy for systems enforced?
90,Other ,Other (please specify),Public library with a local history center.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,Audio/video content,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,,Americans with Disabilities Act,,State law governing my institution,,,,Other (please specify),I don't know. ,,,,,,,Accessibility features found in web browsers,,,,,,,,,None,,Yes,,
91,Baccalaureate/Associate's College: Mixed Baccalaureate/Associate's (259),,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Doctoral University – Highest Research Activity (R1),,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Theses and Dissertations,Journals,Monographs,Born digital or digitized archival/special collections materials,Scholarly articles/publications,Audio/video content,Other campus publications,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,All content must conform with the policy at this time,,,,,,,,,,,,,,Webinars/on-line courses,,,,,,Yes,,Other (please specify),"not which systems, but the content itself",,,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,All systems must conform with the policy at this time,,Dean's Library Council,,WAVE Web Accessibility Evaluation Tool,,,Manually tabbing through webpages,Accessibility features found in web browsers,,siteimprove,In-person training from other staff,In-person training from external areas of the institution,In-person training from outside of the institution,,Conferences/workshops,Self-training,,,Yes,,ongoing testing
93,Associates College,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Other ,Other (please specify),Public library special collections and archives,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,All content must conform with the policy at this time,,Webmaster,,,,,,,,Unsure,In-person training from other staff,,,,,,,,Unsure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Doctoral University – Highest Research Activity (R1),,,Yes,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,Non-legal institution-wide mandate,,Other (please specify),Current policy is for new subscriptions only. ,Purdue Executive Policy Review Group - unsure of audit/update timeline,VPAT,,Accessibility language required for content license,,,,,,,,,None,,Other (please specify),Unclear - this situation hasn't come up yet. ,"It's really not - campus officials don't know when we're subscribing to new content unless it's over a certain amount of money, then procurement has to get involved and negotiate contracts. ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Baccalaureate College—Arts & Sciences (259),,,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,Non-legal institution-wide mandate,,All content must conform with the policy at this time,,Marketing and Communications Department,VPAT,Accessibility Statement,,,,In-person training from other staff,,,Webinars/on-line courses,Conferences/workshops,Self-training,,,We do not contribute to OA Initiatives,,"if not compliant, we don't buy it",Yes,,,,,Born digital or digitized archival/special collections materials,,Audio/video content,Other campus publications,"Yes – an informal policy, e.g. rule of thumb to generally follow",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,Non-legal institution-wide mandate,,All content must conform with the policy at this time,,Marketing and Communications department; unsure on auditign and updating ,WebAIM,WAVE Web Accessibility Evaluation Tool,,Built in screen reader(s),Manually tabbing through webpages,Accessibility features found in web browsers,,,In-person training from other staff,,,Webinars/on-line courses,Conferences/workshops,Self-training,,,internally reviewed,Yes,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,Non-legal institution-wide mandate,,All systems must conform with the policy at this time,,Information Technology Services Department; unsure on auditing and updating,WebAIM,WAVE Web Accessibility Evaluation Tool,,,,Accessibility features found in web browsers,,,,In-person training from external areas of the institution,,Webinars/on-line courses,Conferences/workshops,Self-training,,,Yes,,internal review
97,Other ,Other (please specify),Government archives,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,Audio/video content,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Master's College and University: Larger programs (M1),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Theses and Dissertations,Journals,,Born digital or digitized archival/special collections materials,Scholarly articles/publications,Audio/video content,Other campus publications,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,1 – 2 years,,"Alan Russell, M.A., M.Ed. Director, Disability Resource Center",,,,,,,,Adobe Acrobat Pro DC (Create and verify PDF accessibility),In-person training from other staff,,,Webinars/on-line courses,,,,Personally provide training on accessible PDFs to library staff ,Honor system,Yes,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,All systems must conform with the policy at this time,,"Alan Russell, M.A., M.Ed. Director, Disability Resource Center",,WAVE Web Accessibility Evaluation Tool,,,,Accessibility features found in web browsers,,SortSite - Accessibility Checker and Validator.,,,,Webinars/on-line courses,,Self-training,,,Yes,,"3rd party auditor, using SortSite - Accessibility Checker and Validator."
99,Associates College,,,Yes,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),State law governing my institution,,Non-legal institution-wide mandate,,All content must conform with the policy at this time,,STATEHigher Education Commission; STATEBoard of Regents; Roane State Community College administrators,VPAT,Accessibility Statement,Accessibility language required for content license,,Conformance/Remediation form on which vendor indicates timeline for accessibility remediation planning,In-person training from other staff,In-person training from external areas of the institution,,Webinars/on-line courses,,Self-training,,,We do not contribute to OA Initiatives,,We do not purchase content for which vendors cannot document efforts to make their products accessible for most users.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),State law governing my institution,,Non-legal institution-wide mandate,,1 – 2 years,,STATEBoard of Regents; Roane State admins; campus accessibility committee; local departments,WebAIM,WAVE Web Accessibility Evaluation Tool,,,Manually tabbing through webpages,Accessibility features found in web browsers,,SiteImprove,In-person training from other staff,,,Webinars/on-line courses,,Self-training,,,We do not utilize OSS,,internal review through ongoing process improvement procedures
100,Doctoral University – Higher Research Activity (R2),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,,Americans with Disabilities Act,,,,Non-legal institution-wide mandate,,All content must conform with the policy at this time,,unknown,,,,Built in screen reader(s),,Accessibility features found in web browsers,,Captioning on all content,In-person training from other staff,,,Webinars/on-line courses,Conferences/workshops,,,,unknown,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Other ,Other (please specify),Public library,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Doctoral University – Higher Research Activity (R2),,,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,,Americans with Disabilities Act,,,Non-legal internal mandate,Non-legal institution-wide mandate,,Other (please specify),We have submitted language for review by legal team.,The Collection Development Committee is charged with the policy and it is updated as needed.,,,,,unknown,,,,Webinars/on-line courses,,Self-training,,,Other (please specify),ideally.  Some requests from faculty are not informed by ADA.,not at this point,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Doctoral University – Higher Research Activity (R2),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,Audio/video content,Other campus publications,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Doctoral University – Highest Research Activity (R1),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Theses and Dissertations,,,Born digital or digitized archival/special collections materials,Scholarly articles/publications,Audio/video content,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,Other (please specify),No timeline,"Informal policy, institutional ""intention""",,WAVE Web Accessibility Evaluation Tool,,Built in screen reader(s),,Accessibility features found in web browsers,,,In-person training from other staff,,,Webinars/on-line courses,,Self-training,,,University IT generates reports of web accessibility for our web pages,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Master's College and University: Larger programs (M1),,,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,,Americans with Disabilities Act,,,Non-legal internal mandate,,,1 – 2 years,,Not yet sure; this is still in development,,,Accessibility language required for content license,,,,,,Webinars/on-line courses,,Self-training,,,No,,I don't know; this is still new,Other (please specify),The University Library creates and maintains our institutional repository (Digital Commons),Theses and Dissertations,Journals,,Born digital or digitized archival/special collections materials,Scholarly articles/publications,Audio/video content,Other campus publications,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Baccalaureate College—Arts & Sciences (259),,,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,1 – 2 years,,Associate Vice President for Administration and Title IX Coordinator),VPAT,Accessibility Statement,,,,,,,,,,None,,We do not contribute to OA Initiatives,,case by case basis,Other (please specify),only for archives,,,,Born digital or digitized archival/special collections materials,,,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,1 – 2 years,,Associate Vice President for Administration and Title IX Coordinator),,WAVE Web Accessibility Evaluation Tool,,,,,,,,,,,,Self-training,,,case by case basis,Yes,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,1 – 2 years,,Associate Vice President for Administration and Title IX Coordinator),,WAVE Web Accessibility Evaluation Tool,,,,,,,,,,,,Self-training,,,Yes,,case by case basis
107,Master's College and University: Larger programs (M1),,,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,,,,,Non-legal internal mandate,,,Other (please specify),We do not really have a timeline. We would favor a new resources that has an accessibility option over one that does not.,It is part of our 5-year strategic plan.,,,,None,,,,,Webinars/on-line courses,,Self-training,,,Other (please specify),I am not sure about this.,It is not a mandate; it is something we are aware of and try to achieve.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Master's College and University: Smaller programs (M3),,,Yes,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Associates College,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Doctoral University – Moderate Research Activity (R3),,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Baccalaureate College—Arts & Sciences (259),,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Other ,Other (please specify),"Museum, Library and Archives",Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,Non-legal internal mandate,,,All content must conform with the policy at this time,,myself and director of museum,,,,,,Accessibility features found in web browsers,,,,,,,,Self-training,,,by library director and executive director,Other (please specify),yes along with the registrar and director,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Master's College and University: Larger programs (M1),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Theses and Dissertations,,,Born digital or digitized archival/special collections materials,,,,Other (please specify),Not certain,,,,,,,Not certain,1 – 2 years,,Not certain,,,,,,,,Not certain,,In-person training from external areas of the institution,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Associates College,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Doctoral University – Highest Research Activity (R1),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,Audio/video content,Other campus publications,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,1 – 2 years,,A campus-wide committee,,WAVE Web Accessibility Evaluation Tool,,,,,,SiteImprove,In-person training from other staff,,,,,Self-training,,,Review by campus-wide committee,Yes,,Other (please specify),Policy in progress,,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,1 – 2 years,,A campus-wide committee,,WAVE Web Accessibility Evaluation Tool,,,,,,SiteImprove,In-person training from other staff,,,,,Self-training,,,Yes,,A campus-wide committee
116,Baccalaureate College—Arts & Sciences (259),,,Yes,,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,Other (please specify),no specific timeline but the policy is supposed to guide all new acquisitions,Campus wide accessibility task force.   It's a new policy so it isn't up for review. ,VPAT,Accessibility Statement,Accessibility language required for content license,,equally effective alternate access plan for products/services that aren't accessible,In-person training from other staff,,,,,Self-training,,documentation,Yes,,"Via our procurement office, via information technology services etc. ",Yes,,,Journals,,Born digital or digitized archival/special collections materials,,,Other campus publications,"Yes - a formal policy, e.g. a written policy approved by relevant administration",,Section 508 of the Rehabilitation Act of 1973,Americans with Disabilities Act,World Wide Web Consortium’s Web Content Accessibility Guidelines (WCAG),,,,,All content must conform with the policy at this time,,Campus wide accessibility task force,WebAIM,WAVE Web Accessibility Evaluation Tool,AXE Accessibility,Built in screen reader(s),Manually tabbing through webpages,,,,In-person training from other staff,,,,,Self-training,,Documentation,"through information technology services, self enforced",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Other ,Other (please specify),Corporate Archive and Museum,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Master's College and University: Larger programs (M1),,,Yes,,Other (please specify),not that I am aware of,,,,,,,unknown,Other (please specify),no known policy,unknown,,,,None,,,,,,,,None,,Other (please specify),unknown,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Other ,Other (please specify),PreK-12 Private School,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,Scholarly articles/publications,Audio/video content,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,Non-legal internal mandate,,,All content must conform with the policy at this time,,It is informal. ,,,,,,Accessibility features found in web browsers,,,,,,,,,None,,On a case by case basis.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Museum,Museum,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Born digital or digitized archival/special collections materials,,Audio/video content,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,,,,,,n/a,Other (please specify),n/a,n/a,,,,,,,,unclear what this means still,,,,,,,,unclear what this means still,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Master's College and University: Larger programs (M1),Independent Archives,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,"Yes – an informal policy, e.g. rule of thumb to generally follow",,,Americans with Disabilities Act,,,,,,3 – 4 years,,ee,,,,,,Accessibility features found in web browsers,,,,,,,,,None,,No,,
122,Other ,Other (please specify),public library,Yes,,"Yes - an informal policy, e.g. rule of thumb to generally follow",,,,,,Non-legal internal mandate,,,All content must conform with the policy at this time,,"truthfully, we don't have a system in place for audit or updating.",,,,None,,,,,,,,None,,We do not contribute to OA Initiatives,,I'm not sure it is as we don't have a formal policy,Other (please specify),I serve in a managerial role over staff who are doing this work.,,,,Born digital or digitized archival/special collections materials,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Doctoral University – Highest Research Activity (R1),,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Doctoral University – Moderate Research Activity (R3),,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Other ,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Monographs,Born digital or digitized archival/special collections materials,,Audio/video content,Other campus publications,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
